Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
10/28/2020,02/01/2020,10/24/2020,SC,Greenwood County,45047,Micropolitan,106,888
10/28/2020,02/01/2020,10/24/2020,SC,Hampton County,45049,Noncore,22,143
10/28/2020,02/01/2020,10/24/2020,SC,Horry County,45051,Medium metro,221,3282
10/28/2020,02/01/2020,10/24/2020,SC,Jasper County,45053,Small metro,29,257
10/28/2020,02/01/2020,10/24/2020,SC,Kershaw County,45055,Medium metro,21,471
10/28/2020,02/01/2020,10/24/2020,SC,Lancaster County,45057,Large fringe metro,55,641
10/28/2020,02/01/2020,10/24/2020,SC,Laurens County,45059,Medium metro,33,554
10/28/2020,02/01/2020,10/24/2020,SC,Lexington County,45063,Medium metro,191,2307
10/28/2020,02/01/2020,10/24/2020,SC,Marion County,45067,Noncore,17,238
10/28/2020,02/01/2020,10/24/2020,SC,Newberry County,45071,Micropolitan,27,336
10/28/2020,02/01/2020,10/24/2020,SC,Oconee County,45073,Micropolitan,26,708
10/28/2020,02/01/2020,10/24/2020,SC,Orangeburg County,45075,Micropolitan,124,898
10/28/2020,02/01/2020,10/24/2020,SC,Pickens County,45077,Medium metro,35,747
10/28/2020,02/01/2020,10/24/2020,SC,Richland County,45079,Medium metro,344,3397
10/28/2020,02/01/2020,10/24/2020,SC,Saluda County,45081,Medium metro,10,120
10/28/2020,02/01/2020,10/24/2020,SC,Spartanburg County,45083,Medium metro,274,3015
10/28/2020,02/01/2020,10/24/2020,SC,Sumter County,45085,Small metro,78,942
10/28/2020,02/01/2020,10/24/2020,SC,Williamsburg County,45089,Noncore,18,217
10/28/2020,02/01/2020,10/24/2020,SC,York County,45091,Large fringe metro,98,1691
10/28/2020,02/01/2020,10/24/2020,SD,Lincoln County,46083,Small metro,13,200
10/28/2020,02/01/2020,10/24/2020,SD,Minnehaha County,46099,Small metro,190,1898
10/28/2020,02/01/2020,10/24/2020,SD,Pennington County,46103,Small metro,61,935
10/28/2020,02/01/2020,10/24/2020,SD,Yankton County,46135,Micropolitan,13,211
10/28/2020,02/01/2020,10/24/2020,TN,Anderson County,47001,Medium metro,15,846
10/28/2020,02/01/2020,10/24/2020,TN,Blount County,47009,Medium metro,28,1034
10/28/2020,02/01/2020,10/24/2020,TN,Bradley County,47011,Small metro,26,832
10/28/2020,02/01/2020,10/24/2020,TN,Carroll County,47017,Noncore,18,277
10/28/2020,02/01/2020,10/24/2020,TN,Carter County,47019,Small metro,16,509
10/28/2020,02/01/2020,10/24/2020,TN,Coffee County,47031,Micropolitan,20,474
10/28/2020,02/01/2020,10/24/2020,TN,Cumberland County,47035,Micropolitan,16,629
10/28/2020,02/01/2020,10/24/2020,TN,Davidson County,47037,Large central metro,543,7309
10/28/2020,02/01/2020,10/24/2020,TN,DeKalb County,47041,Noncore,10,185
10/28/2020,02/01/2020,10/24/2020,TN,Dickson County,47043,Large fringe metro,23,425
10/28/2020,02/01/2020,10/24/2020,TN,Dyer County,47045,Micropolitan,24,391
10/28/2020,02/01/2020,10/24/2020,TN,Franklin County,47051,Micropolitan,11,360
10/28/2020,02/01/2020,10/24/2020,TN,Gibson County,47053,Noncore,18,450
10/28/2020,02/01/2020,10/24/2020,TN,Giles County,47055,Noncore,13,280
10/28/2020,02/01/2020,10/24/2020,TN,Greene County,47059,Micropolitan,22,591
10/28/2020,02/01/2020,10/24/2020,TN,Hamblen County,47063,Small metro,46,664
10/28/2020,02/01/2020,10/24/2020,TN,Hamilton County,47065,Medium metro,193,4223
10/28/2020,02/01/2020,10/24/2020,TN,Hardin County,47071,Noncore,10,267
10/28/2020,02/01/2020,10/24/2020,TN,Henderson County,47077,Noncore,11,226
10/28/2020,02/01/2020,10/24/2020,TN,Knox County,47093,Medium metro,173,5154
10/28/2020,02/01/2020,10/24/2020,TN,McMinn County,47107,Micropolitan,21,481
10/28/2020,02/01/2020,10/24/2020,TN,Madison County,47113,Small metro,222,1634
10/28/2020,02/01/2020,10/24/2020,TN,Maury County,47119,Large fringe metro,52,917
10/28/2020,02/01/2020,10/24/2020,TN,Monroe County,47123,Noncore,15,378
10/28/2020,02/01/2020,10/24/2020,TN,Montgomery County,47125,Medium metro,38,1041
10/28/2020,02/01/2020,10/24/2020,TN,Obion County,47131,Micropolitan,10,265
10/28/2020,02/01/2020,10/24/2020,TN,Overton County,47133,Micropolitan,13,229
10/28/2020,02/01/2020,10/24/2020,TN,Putnam County,47141,Micropolitan,66,962
10/28/2020,02/01/2020,10/24/2020,TN,Robertson County,47147,Large fringe metro,18,490
10/28/2020,02/01/2020,10/24/2020,TN,Rutherford County,47149,Large fringe metro,165,2156
10/28/2020,02/01/2020,10/24/2020,TN,Sevier County,47155,Micropolitan,13,712
10/28/2020,02/01/2020,10/24/2020,TN,Shelby County,47157,Large central metro,576,8425
10/28/2020,02/01/2020,10/24/2020,TN,Sullivan County,47163,Medium metro,89,2441
10/28/2020,02/01/2020,10/24/2020,TN,Sumner County,47165,Large fringe metro,105,1251
10/28/2020,02/01/2020,10/24/2020,TN,Washington County,47179,Small metro,79,1799
10/28/2020,02/01/2020,10/24/2020,TN,Williamson County,47187,Large fringe metro,55,953
10/28/2020,02/01/2020,10/24/2020,TN,Wilson County,47189,Large fringe metro,23,775
10/28/2020,02/01/2020,10/24/2020,TX,Anderson County,48001,Micropolitan,31,419
10/28/2020,02/01/2020,10/24/2020,TX,Angelina County,48005,Micropolitan,72,853
10/28/2020,02/01/2020,10/24/2020,TX,Atascosa County,48013,Large fringe metro,16,275
10/28/2020,02/01/2020,10/24/2020,TX,Bee County,48025,Micropolitan,11,170
10/28/2020,02/01/2020,10/24/2020,TX,Bell County,48027,Medium metro,134,2367
10/28/2020,02/01/2020,10/24/2020,TX,Bexar County,48029,Large central metro,1829,13132
10/28/2020,02/01/2020,10/24/2020,TX,Bowie County,48037,Small metro,110,1189
10/28/2020,02/01/2020,10/24/2020,TX,Brazoria County,48039,Large fringe metro,146,1735
10/28/2020,02/01/2020,10/24/2020,TX,Brazos County,48041,Small metro,114,1192
10/28/2020,02/01/2020,10/24/2020,TX,Brown County,48049,Micropolitan,30,392
10/28/2020,02/01/2020,10/24/2020,TX,Burnet County,48053,Noncore,17,348
10/28/2020,02/01/2020,10/24/2020,TX,Caldwell County,48055,Large fringe metro,15,229
10/28/2020,02/01/2020,10/24/2020,TX,Cameron County,48061,Medium metro,1083,3386
10/28/2020,02/01/2020,10/24/2020,TX,Cherokee County,48073,Micropolitan,19,334
10/28/2020,02/01/2020,10/24/2020,TX,Collin County,48085,Large central metro,292,4796
10/28/2020,02/01/2020,10/24/2020,TX,Comal County,48091,Large fringe metro,123,1104
10/28/2020,02/01/2020,10/24/2020,TX,Dallas County,48113,Large central metro,1138,13882
10/28/2020,02/01/2020,10/24/2020,TX,Deaf Smith County,48117,Micropolitan,10,74
10/28/2020,02/01/2020,10/24/2020,TX,Denton County,48121,Large fringe metro,191,3242
10/28/2020,02/01/2020,10/24/2020,TX,DeWitt County,48123,Noncore,30,155
10/28/2020,02/01/2020,10/24/2020,TX,Ector County,48135,Small metro,130,1151
10/28/2020,02/01/2020,10/24/2020,TX,Ellis County,48139,Large fringe metro,48,928
10/28/2020,02/01/2020,10/24/2020,TX,El Paso County,48141,Medium metro,626,5214
10/28/2020,02/01/2020,10/24/2020,TX,Fort Bend County,48157,Large fringe metro,267,2840
10/28/2020,02/01/2020,10/24/2020,TX,Galveston County,48167,Large fringe metro,297,2176
10/28/2020,02/01/2020,10/24/2020,TX,Gillespie County,48171,Micropolitan,11,261
10/28/2020,02/01/2020,10/24/2020,TX,Grayson County,48181,Small metro,83,1394
10/28/2020,02/01/2020,10/24/2020,TX,Gregg County,48183,Small metro,124,1453
10/28/2020,02/01/2020,10/24/2020,TX,Guadalupe County,48187,Large fringe metro,63,772
10/28/2020,02/01/2020,10/24/2020,TX,Hale County,48189,Micropolitan,42,197
10/28/2020,02/01/2020,10/24/2020,TX,Hardin County,48199,Medium metro,10,284
10/28/2020,02/01/2020,10/24/2020,TX,Harris County,48201,Large central metro,2915,25503
10/28/2020,02/01/2020,10/24/2020,TX,Harrison County,48203,Micropolitan,16,317
10/28/2020,02/01/2020,10/24/2020,TX,Hays County,48209,Large fringe metro,35,921
10/28/2020,02/01/2020,10/24/2020,TX,Henderson County,48213,Micropolitan,13,654
10/28/2020,02/01/2020,10/24/2020,TX,Hidalgo County,48215,Medium metro,1708,5459
10/28/2020,02/01/2020,10/24/2020,TX,Hood County,48221,Large fringe metro,29,511
10/28/2020,02/01/2020,10/24/2020,TX,Hopkins County,48223,Micropolitan,18,317
10/28/2020,02/01/2020,10/24/2020,TX,Howard County,48227,Micropolitan,10,239
10/28/2020,02/01/2020,10/24/2020,TX,Hunt County,48231,Large fringe metro,40,701
10/28/2020,02/01/2020,10/24/2020,TX,Jefferson County,48245,Medium metro,216,2513
10/28/2020,02/01/2020,10/24/2020,TX,Jim Wells County,48249,Micropolitan,18,235
10/28/2020,02/01/2020,10/24/2020,TX,Johnson County,48251,Large fringe metro,20,778
10/28/2020,02/01/2020,10/24/2020,TX,Karnes County,48255,Noncore,13,91
10/28/2020,02/01/2020,10/24/2020,TX,Kaufman County,48257,Large fringe metro,20,580
10/28/2020,02/01/2020,10/24/2020,TX,Kleberg County,48273,Micropolitan,36,208
10/28/2020,02/01/2020,10/24/2020,TX,Lamar County,48277,Micropolitan,60,571
10/28/2020,02/01/2020,10/24/2020,TX,Lamb County,48279,Noncore,13,102
10/28/2020,02/01/2020,10/24/2020,TX,Lavaca County,48285,Noncore,16,166
10/28/2020,02/01/2020,10/24/2020,TX,Liberty County,48291,Large fringe metro,11,375
10/28/2020,02/01/2020,10/24/2020,TX,Limestone County,48293,Noncore,12,195
10/28/2020,02/01/2020,10/24/2020,TX,Lubbock County,48303,Medium metro,302,2970
10/28/2020,02/01/2020,10/24/2020,TX,McLennan County,48309,Medium metro,153,2050
10/28/2020,02/01/2020,10/24/2020,TX,Matagorda County,48321,Micropolitan,38,246
10/28/2020,02/01/2020,10/24/2020,TX,Maverick County,48323,Micropolitan,81,331
10/28/2020,02/01/2020,10/24/2020,TX,Medina County,48325,Large fringe metro,10,253
10/28/2020,02/01/2020,10/24/2020,TX,Midland County,48329,Small metro,80,897
10/28/2020,02/01/2020,10/24/2020,TX,Montgomery County,48339,Large fringe metro,316,4213
10/28/2020,02/01/2020,10/24/2020,TX,Nacogdoches County,48347,Micropolitan,100,599
10/28/2020,02/01/2020,10/24/2020,TX,Navarro County,48349,Micropolitan,19,344
10/28/2020,02/01/2020,10/24/2020,TX,Nueces County,48355,Medium metro,550,3198
10/28/2020,02/01/2020,10/24/2020,TX,Orange County,48361,Medium metro,10,443
10/28/2020,02/01/2020,10/24/2020,TX,Panola County,48365,Noncore,10,188
10/28/2020,02/01/2020,10/24/2020,TX,Parker County,48367,Large fringe metro,33,716
10/28/2020,02/01/2020,10/24/2020,TX,Parmer County,48369,Noncore,11,53
10/28/2020,02/01/2020,10/24/2020,TX,Polk County,48373,Noncore,16,413
10/28/2020,02/01/2020,10/24/2020,TX,Potter County,48375,Medium metro,191,1693
10/28/2020,02/01/2020,10/24/2020,TX,Randall County,48381,Medium metro,20,506
10/28/2020,02/01/2020,10/24/2020,TX,Rockwall County,48397,Large fringe metro,60,647
10/28/2020,02/01/2020,10/24/2020,TX,Rusk County,48401,Small metro,10,311
10/28/2020,02/01/2020,10/24/2020,TX,San Patricio County,48409,Medium metro,12,316
10/28/2020,02/01/2020,10/24/2020,TX,Smith County,48423,Small metro,291,3034
10/28/2020,02/01/2020,10/24/2020,TX,Somervell County,48425,Large fringe metro,15,83
10/28/2020,02/01/2020,10/24/2020,TX,Starr County,48427,Micropolitan,65,262
10/28/2020,02/01/2020,10/24/2020,TX,Tarrant County,48439,Large central metro,976,12379
10/28/2020,02/01/2020,10/24/2020,TX,Taylor County,48441,Small metro,90,1334
10/28/2020,02/01/2020,10/24/2020,TX,Titus County,48449,Micropolitan,20,262
10/28/2020,02/01/2020,10/24/2020,TX,Tom Green County,48451,Small metro,95,1046
10/28/2020,02/01/2020,10/24/2020,TX,Travis County,48453,Large central metro,523,5508
10/28/2020,02/01/2020,10/24/2020,TX,Uvalde County,48463,Micropolitan,25,196
10/28/2020,02/01/2020,10/24/2020,TX,Val Verde County,48465,Micropolitan,70,276
10/28/2020,02/01/2020,10/24/2020,TX,Victoria County,48469,Small metro,177,945
10/28/2020,02/01/2020,10/24/2020,TX,Walker County,48471,Micropolitan,27,360
10/28/2020,02/01/2020,10/24/2020,TX,Waller County,48473,Large fringe metro,10,190
10/28/2020,02/01/2020,10/24/2020,TX,Washington County,48477,Micropolitan,36,269
10/28/2020,02/01/2020,10/24/2020,TX,Webb County,48479,Medium metro,318,1433
10/28/2020,02/01/2020,10/24/2020,TX,Wharton County,48481,Micropolitan,33,272
10/28/2020,02/01/2020,10/24/2020,TX,Wichita County,48485,Small metro,36,1247
10/28/2020,02/01/2020,10/24/2020,TX,Williamson County,48491,Large fringe metro,201,2754
10/28/2020,02/01/2020,10/24/2020,TX,Wilson County,48493,Large fringe metro,17,277
10/28/2020,02/01/2020,10/24/2020,TX,Wise County,48497,Large fringe metro,22,471
10/28/2020,02/01/2020,10/24/2020,TX,Wood County,48499,Noncore,15,334
10/28/2020,02/01/2020,10/24/2020,UT,Davis County,49011,Medium metro,29,1429
10/28/2020,02/01/2020,10/24/2020,UT,Salt Lake County,49035,Large central metro,356,6148
10/28/2020,02/01/2020,10/24/2020,UT,San Juan County,49037,Noncore,11,76
10/28/2020,02/01/2020,10/24/2020,UT,Utah County,49049,Medium metro,70,2144
10/28/2020,02/01/2020,10/24/2020,UT,Washington County,49053,Small metro,56,1374
10/28/2020,02/01/2020,10/24/2020,UT,Weber County,49057,Medium metro,37,1548
10/28/2020,02/01/2020,10/24/2020,VA,Accomack County,51001,Noncore,20,329
10/28/2020,02/01/2020,10/24/2020,VA,Albemarle County,51003,Small metro,41,837
10/28/2020,02/01/2020,10/24/2020,VA,Arlington County,51013,Large central metro,171,1142
10/28/2020,02/01/2020,10/24/2020,VA,Augusta County,51015,Small metro,17,681
10/28/2020,02/01/2020,10/24/2020,VA,Carroll County,51035,Noncore,11,200
10/28/2020,02/01/2020,10/24/2020,VA,Chesterfield County,51041,Large fringe metro,82,1903
10/28/2020,02/01/2020,10/24/2020,VA,Culpeper County,51047,Large fringe metro,13,284
10/28/2020,02/01/2020,10/24/2020,VA,Fairfax County,51059,Large fringe metro,526,4312
10/28/2020,02/01/2020,10/24/2020,VA,Fauquier County,51061,Large fringe metro,26,397
10/28/2020,02/01/2020,10/24/2020,VA,Floyd County,51063,Small metro,12,107
10/28/2020,02/01/2020,10/24/2020,VA,Halifax County,51083,Noncore,16,341
10/28/2020,02/01/2020,10/24/2020,VA,Hanover County,51085,Large fringe metro,95,1043
10/28/2020,02/01/2020,10/24/2020,VA,Henrico County,51087,Large fringe metro,208,2665
10/28/2020,02/01/2020,10/24/2020,VA,James City County,51095,Large fringe metro,12,532
10/28/2020,02/01/2020,10/24/2020,VA,Loudoun County,51107,Large fringe metro,133,1424
10/28/2020,02/01/2020,10/24/2020,VA,Mecklenburg County,51117,Noncore,34,368
10/28/2020,02/01/2020,10/24/2020,VA,Middlesex County,51119,Noncore,11,130
10/28/2020,02/01/2020,10/24/2020,VA,Northampton County,51131,Noncore,15,101
10/28/2020,02/01/2020,10/24/2020,VA,Page County,51139,Noncore,23,190
10/28/2020,02/01/2020,10/24/2020,VA,Patrick County,51141,Noncore,13,142
10/28/2020,02/01/2020,10/24/2020,VA,Prince Edward County,51147,Noncore,10,194
10/28/2020,02/01/2020,10/24/2020,VA,Prince William County,51153,Large fringe metro,131,1369
10/28/2020,02/01/2020,10/24/2020,VA,Roanoke County,51161,Medium metro,12,494
10/28/2020,02/01/2020,10/24/2020,VA,Rockingham County,51165,Small metro,56,675
10/28/2020,02/01/2020,10/24/2020,VA,Shenandoah County,51171,Noncore,39,349
10/28/2020,02/01/2020,10/24/2020,VA,Southampton County,51175,Noncore,13,101
10/28/2020,02/01/2020,10/24/2020,VA,Spotsylvania County,51177,Large fringe metro,26,601
10/28/2020,02/01/2020,10/24/2020,VA,Washington County,51191,Medium metro,30,506
10/28/2020,02/01/2020,10/24/2020,VA,York County,51199,Large fringe metro,21,396
10/28/2020,02/01/2020,10/24/2020,VA,Alexandria city,51510,Large central metro,102,699
10/28/2020,02/01/2020,10/24/2020,VA,Charlottesville city,51540,Small metro,63,852
10/28/2020,02/01/2020,10/24/2020,VA,Chesapeake city,51550,Large fringe metro,63,1404
10/28/2020,02/01/2020,10/24/2020,VA,Colonial Heights city,51570,Large fringe metro,11,173
10/28/2020,02/01/2020,10/24/2020,VA,Danville city,51590,Micropolitan,51,638
10/28/2020,02/01/2020,10/24/2020,VA,Emporia city,51595,Noncore,15,89
10/28/2020,02/01/2020,10/24/2020,VA,Franklin city,51620,Noncore,25,131
10/28/2020,02/01/2020,10/24/2020,VA,Fredericksburg city,51630,Large fringe metro,50,656
10/28/2020,02/01/2020,10/24/2020,VA,Galax city,51640,Noncore,38,150
10/28/2020,02/01/2020,10/24/2020,VA,Hampton city,51650,Large fringe metro,36,926
10/28/2020,02/01/2020,10/24/2020,VA,Harrisonburg city,51660,Small metro,16,206
10/28/2020,02/01/2020,10/24/2020,VA,Hopewell city,51670,Large fringe metro,20,254
10/28/2020,02/01/2020,10/24/2020,VA,Lynchburg city,51680,Medium metro,74,1162
10/28/2020,02/01/2020,10/24/2020,VA,Manassas city,51683,Large fringe metro,98,409
10/28/2020,02/01/2020,10/24/2020,VA,Martinsville city,51690,Micropolitan,51,338
10/28/2020,02/01/2020,10/24/2020,VA,Newport News city,51700,Large fringe metro,73,1557
10/28/2020,02/01/2020,10/24/2020,VA,Norfolk city,51710,Large central metro,117,2128
10/28/2020,02/01/2020,10/24/2020,VA,Petersburg city,51730,Large fringe metro,73,622
10/28/2020,02/01/2020,10/24/2020,VA,Portsmouth city,51740,Large fringe metro,65,856
10/28/2020,02/01/2020,10/24/2020,VA,Richmond city,51760,Large central metro,117,2392
10/28/2020,02/01/2020,10/24/2020,VA,Roanoke city,51770,Medium metro,77,1786
10/28/2020,02/01/2020,10/24/2020,VA,Salem city,51775,Medium metro,39,689
10/28/2020,02/01/2020,10/24/2020,VA,Suffolk city,51800,Large fringe metro,88,744
10/28/2020,02/01/2020,10/24/2020,VA,Virginia Beach city,51810,Large central metro,93,2439
10/28/2020,02/01/2020,10/24/2020,VA,Winchester city,51840,Small metro,36,832
10/28/2020,02/01/2020,10/24/2020,VT,Chittenden County,50007,Small metro,50,1248
10/28/2020,02/01/2020,10/24/2020,WA,Benton County,53005,Medium metro,168,1506
10/28/2020,02/01/2020,10/24/2020,WA,Chelan County,53007,Small metro,31,722
10/28/2020,02/01/2020,10/24/2020,WA,Clark County,53011,Large fringe metro,71,3051
10/28/2020,02/01/2020,10/24/2020,WA,Franklin County,53021,Medium metro,36,267
10/28/2020,02/01/2020,10/24/2020,WA,Grant County,53025,Micropolitan,12,429
10/28/2020,02/01/2020,10/24/2020,WA,Island County,53029,Micropolitan,13,433
10/28/2020,02/01/2020,10/24/2020,WA,King County,53033,Large central metro,757,10923
10/28/2020,02/01/2020,10/24/2020,WA,Kitsap County,53035,Medium metro,17,1577
10/28/2020,02/01/2020,10/24/2020,WA,Kittitas County,53037,Micropolitan,20,225
10/28/2020,02/01/2020,10/24/2020,WA,Pierce County,53053,Large fringe metro,195,5566
10/28/2020,02/01/2020,10/24/2020,WA,Skagit County,53057,Small metro,20,962
10/28/2020,02/01/2020,10/24/2020,WA,Snohomish County,53061,Large fringe metro,173,4127
10/28/2020,02/01/2020,10/24/2020,WA,Spokane County,53063,Medium metro,190,4154
10/28/2020,02/01/2020,10/24/2020,WA,Thurston County,53067,Medium metro,23,1846
10/28/2020,02/01/2020,10/24/2020,WA,Walla Walla County,53071,Small metro,11,477
10/28/2020,02/01/2020,10/24/2020,WA,Whatcom County,53073,Small metro,55,1379
10/28/2020,02/01/2020,10/24/2020,WA,Yakima County,53077,Small metro,218,1689
10/28/2020,02/01/2020,10/24/2020,WI,Brown County,55009,Medium metro,124,2072
10/28/2020,02/01/2020,10/24/2020,WI,Clark County,55019,Noncore,10,202
10/28/2020,02/01/2020,10/24/2020,WI,Dane County,55025,Medium metro,87,3450
10/28/2020,02/01/2020,10/24/2020,WI,Dodge County,55027,Micropolitan,22,682
10/28/2020,02/01/2020,10/24/2020,WI,Eau Claire County,55035,Small metro,16,927
10/28/2020,02/01/2020,10/24/2020,WI,Fond du Lac County,55039,Small metro,18,759
10/28/2020,02/01/2020,10/24/2020,WI,Grant County,55043,Micropolitan,20,332
10/28/2020,02/01/2020,10/24/2020,WI,Kenosha County,55059,Large fringe metro,89,1184
10/28/2020,02/01/2020,10/24/2020,WI,La Crosse County,55063,Small metro,33,1097
10/28/2020,02/01/2020,10/24/2020,WI,Manitowoc County,55071,Micropolitan,10,562
10/28/2020,02/01/2020,10/24/2020,WI,Marathon County,55073,Small metro,54,1134
10/28/2020,02/01/2020,10/24/2020,WI,Milwaukee County,55079,Large central metro,552,7626
10/28/2020,02/01/2020,10/24/2020,WI,Outagamie County,55087,Small metro,72,1305
10/28/2020,02/01/2020,10/24/2020,WI,Ozaukee County,55089,Large fringe metro,60,871
10/28/2020,02/01/2020,10/24/2020,WI,Racine County,55101,Small metro,78,1307
10/28/2020,02/01/2020,10/24/2020,WI,Rock County,55105,Small metro,40,1284
10/28/2020,02/01/2020,10/24/2020,WI,Sheboygan County,55117,Small metro,28,874
10/28/2020,02/01/2020,10/24/2020,WI,Walworth County,55127,Micropolitan,34,646
10/28/2020,02/01/2020,10/24/2020,WI,Washington County,55131,Large fringe metro,18,797
10/28/2020,02/01/2020,10/24/2020,WI,Waukesha County,55133,Large fringe metro,105,2702
10/28/2020,02/01/2020,10/24/2020,WI,Waupaca County,55135,Noncore,24,445
10/28/2020,02/01/2020,10/24/2020,WI,Winnebago County,55139,Small metro,45,1301
10/28/2020,02/01/2020,10/24/2020,WI,Wood County,55141,Micropolitan,24,933
10/28/2020,02/01/2020,10/24/2020,WV,Berkeley County,54003,Medium metro,15,689
10/28/2020,02/01/2020,10/24/2020,WV,Cabell County,54011,Medium metro,21,1442
10/28/2020,02/01/2020,10/24/2020,WV,Harrison County,54033,Micropolitan,13,680
10/28/2020,02/01/2020,10/24/2020,WV,Kanawha County,54039,Small metro,123,2277
10/28/2020,02/01/2020,10/24/2020,WV,Logan County,54045,Micropolitan,27,304
10/28/2020,02/01/2020,10/24/2020,WV,Mercer County,54055,Micropolitan,25,573
10/28/2020,02/01/2020,10/24/2020,WV,Monongalia County,54061,Small metro,26,1219
10/28/2020,02/01/2020,10/24/2020,WV,Ohio County,54069,Small metro,20,706
10/28/2020,02/01/2020,10/24/2020,WV,Raleigh County,54081,Small metro,12,923
10/28/2020,02/01/2020,10/24/2020,WV,Wayne County,54099,Medium metro,10,185
10/28/2020,02/01/2020,10/24/2020,WV,Wood County,54107,Small metro,11,719
10/28/2020,02/01/2020,10/24/2020,WY,Natrona County,56025,Small metro,16,676
