Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
10/28/2020,02/01/2020,10/24/2020,ID,Kootenai County,16055,Small metro,54,1362
10/28/2020,02/01/2020,10/24/2020,ID,Nez Perce County,16069,Small metro,24,423
10/28/2020,02/01/2020,10/24/2020,ID,Shoshone County,16079,Noncore,16,91
10/28/2020,02/01/2020,10/24/2020,ID,Twin Falls County,16083,Micropolitan,62,742
10/28/2020,02/01/2020,10/24/2020,IL,Adams County,17001,Micropolitan,25,728
10/28/2020,02/01/2020,10/24/2020,IL,Boone County,17007,Medium metro,11,255
10/28/2020,02/01/2020,10/24/2020,IL,Bureau County,17011,Micropolitan,10,278
10/28/2020,02/01/2020,10/24/2020,IL,Cass County,17017,Noncore,10,63
10/28/2020,02/01/2020,10/24/2020,IL,Champaign County,17019,Small metro,49,1366
10/28/2020,02/01/2020,10/24/2020,IL,Christian County,17021,Micropolitan,11,250
10/28/2020,02/01/2020,10/24/2020,IL,Coles County,17029,Micropolitan,33,472
10/28/2020,02/01/2020,10/24/2020,IL,Cook County,17031,Large central metro,5175,37052
10/28/2020,02/01/2020,10/24/2020,IL,DeKalb County,17037,Large fringe metro,36,606
10/28/2020,02/01/2020,10/24/2020,IL,DuPage County,17043,Large fringe metro,541,5757
10/28/2020,02/01/2020,10/24/2020,IL,Fayette County,17051,Noncore,11,144
10/28/2020,02/01/2020,10/24/2020,IL,Greene County,17061,Noncore,14,82
10/28/2020,02/01/2020,10/24/2020,IL,Jackson County,17077,Small metro,55,475
10/28/2020,02/01/2020,10/24/2020,IL,Jefferson County,17081,Micropolitan,36,462
10/28/2020,02/01/2020,10/24/2020,IL,Jersey County,17083,Large fringe metro,16,198
10/28/2020,02/01/2020,10/24/2020,IL,Kane County,17089,Large fringe metro,297,2800
10/28/2020,02/01/2020,10/24/2020,IL,Kankakee County,17091,Small metro,74,980
10/28/2020,02/01/2020,10/24/2020,IL,Knox County,17095,Micropolitan,13,484
10/28/2020,02/01/2020,10/24/2020,IL,Lake County,17097,Large fringe metro,411,4385
10/28/2020,02/01/2020,10/24/2020,IL,LaSalle County,17099,Micropolitan,47,792
10/28/2020,02/01/2020,10/24/2020,IL,McDonough County,17109,Micropolitan,16,215
10/28/2020,02/01/2020,10/24/2020,IL,McHenry County,17111,Large fringe metro,83,1309
10/28/2020,02/01/2020,10/24/2020,IL,McLean County,17113,Small metro,40,1003
10/28/2020,02/01/2020,10/24/2020,IL,Macon County,17115,Small metro,53,1001
10/28/2020,02/01/2020,10/24/2020,IL,Madison County,17119,Large fringe metro,106,2021
10/28/2020,02/01/2020,10/24/2020,IL,Montgomery County,17135,Noncore,10,211
10/28/2020,02/01/2020,10/24/2020,IL,Morgan County,17137,Micropolitan,18,295
10/28/2020,02/01/2020,10/24/2020,IL,Peoria County,17143,Medium metro,111,2289
10/28/2020,02/01/2020,10/24/2020,IL,Richland County,17159,Noncore,16,195
10/28/2020,02/01/2020,10/24/2020,IL,Rock Island County,17161,Medium metro,73,1212
10/28/2020,02/01/2020,10/24/2020,IL,St. Clair County,17163,Large fringe metro,186,2028
10/28/2020,02/01/2020,10/24/2020,IL,Sangamon County,17167,Small metro,94,2116
10/28/2020,02/01/2020,10/24/2020,IL,Tazewell County,17179,Medium metro,22,813
10/28/2020,02/01/2020,10/24/2020,IL,Whiteside County,17195,Micropolitan,15,459
10/28/2020,02/01/2020,10/24/2020,IL,Will County,17197,Large fringe metro,344,3666
10/28/2020,02/01/2020,10/24/2020,IL,Williamson County,17199,Small metro,49,691
10/28/2020,02/01/2020,10/24/2020,IL,Winnebago County,17201,Medium metro,183,2620
10/28/2020,02/01/2020,10/24/2020,IN,Allen County,18003,Medium metro,277,3577
10/28/2020,02/01/2020,10/24/2020,IN,Bartholomew County,18005,Small metro,83,701
10/28/2020,02/01/2020,10/24/2020,IN,Boone County,18011,Large fringe metro,49,373
10/28/2020,02/01/2020,10/24/2020,IN,Cass County,18017,Micropolitan,27,291
10/28/2020,02/01/2020,10/24/2020,IN,Clark County,18019,Large fringe metro,56,811
10/28/2020,02/01/2020,10/24/2020,IN,Clinton County,18023,Micropolitan,13,262
10/28/2020,02/01/2020,10/24/2020,IN,Daviess County,18027,Micropolitan,16,230
10/28/2020,02/01/2020,10/24/2020,IN,Dearborn County,18029,Large fringe metro,38,306
10/28/2020,02/01/2020,10/24/2020,IN,Decatur County,18031,Micropolitan,26,213
10/28/2020,02/01/2020,10/24/2020,IN,De Kalb County,18033,Micropolitan,14,303
10/28/2020,02/01/2020,10/24/2020,IN,Delaware County,18035,Small metro,83,1201
10/28/2020,02/01/2020,10/24/2020,IN,Dubois County,18037,Micropolitan,18,381
10/28/2020,02/01/2020,10/24/2020,IN,Elkhart County,18039,Small metro,138,1437
10/28/2020,02/01/2020,10/24/2020,IN,Fayette County,18041,Micropolitan,10,157
10/28/2020,02/01/2020,10/24/2020,IN,Floyd County,18043,Large fringe metro,89,848
10/28/2020,02/01/2020,10/24/2020,IN,Grant County,18053,Micropolitan,34,586
10/28/2020,02/01/2020,10/24/2020,IN,Greene County,18055,Noncore,30,194
10/28/2020,02/01/2020,10/24/2020,IN,Hamilton County,18057,Large fringe metro,110,1574
10/28/2020,02/01/2020,10/24/2020,IN,Hancock County,18059,Large fringe metro,32,483
10/28/2020,02/01/2020,10/24/2020,IN,Harrison County,18061,Large fringe metro,16,263
10/28/2020,02/01/2020,10/24/2020,IN,Hendricks County,18063,Large fringe metro,157,1236
10/28/2020,02/01/2020,10/24/2020,IN,Henry County,18065,Micropolitan,12,359
10/28/2020,02/01/2020,10/24/2020,IN,Howard County,18067,Small metro,69,864
10/28/2020,02/01/2020,10/24/2020,IN,Jackson County,18071,Micropolitan,14,336
10/28/2020,02/01/2020,10/24/2020,IN,Johnson County,18081,Large fringe metro,94,912
10/28/2020,02/01/2020,10/24/2020,IN,Knox County,18083,Micropolitan,27,383
10/28/2020,02/01/2020,10/24/2020,IN,Kosciusko County,18085,Micropolitan,11,440
10/28/2020,02/01/2020,10/24/2020,IN,Lake County,18089,Large fringe metro,478,4920
10/28/2020,02/01/2020,10/24/2020,IN,La Porte County,18091,Small metro,61,930
10/28/2020,02/01/2020,10/24/2020,IN,Lawrence County,18093,Micropolitan,30,339
10/28/2020,02/01/2020,10/24/2020,IN,Madison County,18095,Large fringe metro,103,1101
10/28/2020,02/01/2020,10/24/2020,IN,Marion County,18097,Large central metro,978,8494
10/28/2020,02/01/2020,10/24/2020,IN,Marshall County,18099,Micropolitan,28,347
10/28/2020,02/01/2020,10/24/2020,IN,Monroe County,18105,Small metro,65,1046
10/28/2020,02/01/2020,10/24/2020,IN,Montgomery County,18107,Micropolitan,19,264
10/28/2020,02/01/2020,10/24/2020,IN,Morgan County,18109,Large fringe metro,35,417
10/28/2020,02/01/2020,10/24/2020,IN,Newton County,18111,Large fringe metro,10,93
10/28/2020,02/01/2020,10/24/2020,IN,Noble County,18113,Micropolitan,24,294
10/28/2020,02/01/2020,10/24/2020,IN,Orange County,18117,Noncore,16,133
10/28/2020,02/01/2020,10/24/2020,IN,Perry County,18123,Noncore,13,131
10/28/2020,02/01/2020,10/24/2020,IN,Porter County,18127,Large fringe metro,49,1259
10/28/2020,02/01/2020,10/24/2020,IN,Putnam County,18133,Large fringe metro,11,266
10/28/2020,02/01/2020,10/24/2020,IN,St. Joseph County,18141,Medium metro,165,2391
10/28/2020,02/01/2020,10/24/2020,IN,Shelby County,18145,Large fringe metro,27,321
10/28/2020,02/01/2020,10/24/2020,IN,Tippecanoe County,18157,Small metro,51,1190
10/28/2020,02/01/2020,10/24/2020,IN,Tipton County,18159,Noncore,26,139
10/28/2020,02/01/2020,10/24/2020,IN,Vanderburgh County,18163,Medium metro,126,2107
10/28/2020,02/01/2020,10/24/2020,IN,Vigo County,18167,Small metro,69,1122
10/28/2020,02/01/2020,10/24/2020,IN,Warrick County,18173,Medium metro,58,765
10/28/2020,02/01/2020,10/24/2020,IN,Wayne County,18177,Micropolitan,36,825
10/28/2020,02/01/2020,10/24/2020,KS,Crawford County,20037,Micropolitan,10,332
10/28/2020,02/01/2020,10/24/2020,KS,Douglas County,20045,Small metro,17,586
10/28/2020,02/01/2020,10/24/2020,KS,Ellis County,20051,Micropolitan,35,275
10/28/2020,02/01/2020,10/24/2020,KS,Finney County,20055,Micropolitan,27,192
10/28/2020,02/01/2020,10/24/2020,KS,Ford County,20057,Micropolitan,20,181
10/28/2020,02/01/2020,10/24/2020,KS,Gove County,20063,Noncore,10,35
10/28/2020,02/01/2020,10/24/2020,KS,Johnson County,20091,Large fringe metro,197,3221
10/28/2020,02/01/2020,10/24/2020,KS,Lyon County,20111,Micropolitan,27,199
10/28/2020,02/01/2020,10/24/2020,KS,Reno County,20155,Micropolitan,13,549
10/28/2020,02/01/2020,10/24/2020,KS,Saline County,20169,Micropolitan,15,483
10/28/2020,02/01/2020,10/24/2020,KS,Sedgwick County,20173,Medium metro,193,4407
10/28/2020,02/01/2020,10/24/2020,KS,Seward County,20175,Micropolitan,13,109
10/28/2020,02/01/2020,10/24/2020,KS,Shawnee County,20177,Small metro,80,1705
10/28/2020,02/01/2020,10/24/2020,KS,Wyandotte County,20209,Large fringe metro,166,1531
10/28/2020,02/01/2020,10/24/2020,KY,Barren County,21009,Micropolitan,19,426
10/28/2020,02/01/2020,10/24/2020,KY,Bell County,21013,Micropolitan,10,213
10/28/2020,02/01/2020,10/24/2020,KY,Boone County,21015,Large fringe metro,10,578
10/28/2020,02/01/2020,10/24/2020,KY,Boyd County,21019,Medium metro,32,823
10/28/2020,02/01/2020,10/24/2020,KY,Boyle County,21021,Micropolitan,28,378
10/28/2020,02/01/2020,10/24/2020,KY,Campbell County,21037,Large fringe metro,80,625
10/28/2020,02/01/2020,10/24/2020,KY,Casey County,21045,Noncore,10,106
10/28/2020,02/01/2020,10/24/2020,KY,Christian County,21047,Medium metro,18,378
10/28/2020,02/01/2020,10/24/2020,KY,Daviess County,21059,Small metro,44,970
10/28/2020,02/01/2020,10/24/2020,KY,Fayette County,21067,Medium metro,117,3744
10/28/2020,02/01/2020,10/24/2020,KY,Franklin County,21073,Micropolitan,16,419
10/28/2020,02/01/2020,10/24/2020,KY,Graves County,21083,Micropolitan,36,318
10/28/2020,02/01/2020,10/24/2020,KY,Hardin County,21093,Small metro,15,808
10/28/2020,02/01/2020,10/24/2020,KY,Henderson County,21101,Medium metro,12,343
10/28/2020,02/01/2020,10/24/2020,KY,Hopkins County,21107,Micropolitan,38,514
10/28/2020,02/01/2020,10/24/2020,KY,Jefferson County,21111,Large central metro,521,8031
10/28/2020,02/01/2020,10/24/2020,KY,Kenton County,21117,Large fringe metro,52,1302
10/28/2020,02/01/2020,10/24/2020,KY,Laurel County,21125,Micropolitan,12,488
10/28/2020,02/01/2020,10/24/2020,KY,McCracken County,21145,Micropolitan,29,917
10/28/2020,02/01/2020,10/24/2020,KY,Mercer County,21167,Noncore,14,168
10/28/2020,02/01/2020,10/24/2020,KY,Perry County,21193,Noncore,12,624
10/28/2020,02/01/2020,10/24/2020,KY,Pike County,21195,Noncore,28,944
10/28/2020,02/01/2020,10/24/2020,KY,Pulaski County,21199,Micropolitan,17,680
10/28/2020,02/01/2020,10/24/2020,KY,Scott County,21209,Medium metro,12,260
10/28/2020,02/01/2020,10/24/2020,KY,Shelby County,21211,Large fringe metro,14,193
10/28/2020,02/01/2020,10/24/2020,KY,Warren County,21227,Small metro,112,1223
10/28/2020,02/01/2020,10/24/2020,KY,Whitley County,21235,Micropolitan,11,368
10/28/2020,02/01/2020,10/24/2020,LA,Acadia Parish,22001,Medium metro,56,473
10/28/2020,02/01/2020,10/24/2020,LA,Allen Parish,22003,Noncore,18,172
10/28/2020,02/01/2020,10/24/2020,LA,Ascension Parish,22005,Medium metro,33,436
10/28/2020,02/01/2020,10/24/2020,LA,Avoyelles Parish,22009,Noncore,17,315
10/28/2020,02/01/2020,10/24/2020,LA,Beauregard Parish,22011,Micropolitan,28,230
10/28/2020,02/01/2020,10/24/2020,LA,Bossier Parish,22015,Medium metro,78,763
10/28/2020,02/01/2020,10/24/2020,LA,Caddo Parish,22017,Medium metro,562,3239
10/28/2020,02/01/2020,10/24/2020,LA,Calcasieu Parish,22019,Small metro,198,1736
10/28/2020,02/01/2020,10/24/2020,LA,Claiborne Parish,22027,Noncore,15,125
10/28/2020,02/01/2020,10/24/2020,LA,De Soto Parish,22031,Medium metro,12,127
10/28/2020,02/01/2020,10/24/2020,LA,East Baton Rouge Parish,22033,Medium metro,776,4711
10/28/2020,02/01/2020,10/24/2020,LA,East Feliciana Parish,22037,Medium metro,16,137
10/28/2020,02/01/2020,10/24/2020,LA,Evangeline Parish,22039,Noncore,23,254
10/28/2020,02/01/2020,10/24/2020,LA,Franklin Parish,22041,Noncore,10,133
10/28/2020,02/01/2020,10/24/2020,LA,Grant Parish,22043,Small metro,10,127
10/28/2020,02/01/2020,10/24/2020,LA,Iberia Parish,22045,Medium metro,60,604
10/28/2020,02/01/2020,10/24/2020,LA,Jefferson Parish,22051,Large fringe metro,813,4529
10/28/2020,02/01/2020,10/24/2020,LA,Jefferson Davis Parish,22053,Noncore,40,297
10/28/2020,02/01/2020,10/24/2020,LA,Lafayette Parish,22055,Medium metro,264,2153
10/28/2020,02/01/2020,10/24/2020,LA,Lafourche Parish,22057,Small metro,131,768
10/28/2020,02/01/2020,10/24/2020,LA,Lincoln Parish,22061,Micropolitan,57,380
10/28/2020,02/01/2020,10/24/2020,LA,Livingston Parish,22063,Medium metro,17,564
10/28/2020,02/01/2020,10/24/2020,LA,Natchitoches Parish,22069,Micropolitan,19,257
10/28/2020,02/01/2020,10/24/2020,LA,Orleans Parish,22071,Large central metro,432,3270
10/28/2020,02/01/2020,10/24/2020,LA,Ouachita Parish,22073,Small metro,243,1614
10/28/2020,02/01/2020,10/24/2020,LA,Pointe Coupee Parish,22077,Medium metro,18,172
10/28/2020,02/01/2020,10/24/2020,LA,Rapides Parish,22079,Small metro,236,1670
10/28/2020,02/01/2020,10/24/2020,LA,St. Bernard Parish,22087,Large fringe metro,17,216
10/28/2020,02/01/2020,10/24/2020,LA,St. Charles Parish,22089,Large fringe metro,32,287
10/28/2020,02/01/2020,10/24/2020,LA,St. James Parish,22093,Large fringe metro,17,110
10/28/2020,02/01/2020,10/24/2020,LA,St. John the Baptist Parish,22095,Large fringe metro,35,231
10/28/2020,02/01/2020,10/24/2020,LA,St. Landry Parish,22097,Micropolitan,113,770
10/28/2020,02/01/2020,10/24/2020,LA,St. Martin Parish,22099,Medium metro,20,306
10/28/2020,02/01/2020,10/24/2020,LA,St. Mary Parish,22101,Micropolitan,59,370
10/28/2020,02/01/2020,10/24/2020,LA,St. Tammany Parish,22103,Large fringe metro,277,2183
10/28/2020,02/01/2020,10/24/2020,LA,Tangipahoa Parish,22105,Small metro,104,1021
10/28/2020,02/01/2020,10/24/2020,LA,Terrebonne Parish,22109,Small metro,111,926
10/28/2020,02/01/2020,10/24/2020,LA,Union Parish,22111,Small metro,22,195
10/28/2020,02/01/2020,10/24/2020,LA,Vermilion Parish,22113,Medium metro,25,409
10/28/2020,02/01/2020,10/24/2020,LA,Vernon Parish,22115,Micropolitan,25,267
10/28/2020,02/01/2020,10/24/2020,LA,Washington Parish,22117,Micropolitan,32,377
10/28/2020,02/01/2020,10/24/2020,LA,Webster Parish,22119,Medium metro,20,354
10/28/2020,02/01/2020,10/24/2020,LA,Winn Parish,22127,Noncore,19,121
10/28/2020,02/01/2020,10/24/2020,MA,Barnstable County,25001,Small metro,136,2141
10/28/2020,02/01/2020,10/24/2020,MA,Berkshire County,25003,Small metro,41,1152
10/28/2020,02/01/2020,10/24/2020,MA,Bristol County,25005,Large fringe metro,562,4085
10/28/2020,02/01/2020,10/24/2020,MA,Essex County,25009,Large fringe metro,1028,5996
10/28/2020,02/01/2020,10/24/2020,MA,Franklin County,25011,Micropolitan,37,439
10/28/2020,02/01/2020,10/24/2020,MA,Hampden County,25013,Medium metro,689,4482
10/28/2020,02/01/2020,10/24/2020,MA,Hampshire County,25015,Medium metro,115,981
10/28/2020,02/01/2020,10/24/2020,MA,Middlesex County,25017,Large fringe metro,1892,9571
10/28/2020,02/01/2020,10/24/2020,MA,Norfolk County,25021,Large fringe metro,770,4572
10/28/2020,02/01/2020,10/24/2020,MA,Plymouth County,25023,Large fringe metro,624,3744
10/28/2020,02/01/2020,10/24/2020,MA,Suffolk County,25025,Large central metro,1291,6972
10/28/2020,02/01/2020,10/24/2020,MA,Worcester County,25027,Medium metro,1001,6212
10/28/2020,02/01/2020,10/24/2020,MD,Allegany County,24001,Small metro,24,802
10/28/2020,02/01/2020,10/24/2020,MD,Anne Arundel County,24003,Large fringe metro,337,3660
10/28/2020,02/01/2020,10/24/2020,MD,Baltimore County,24005,Large fringe metro,696,6879
10/28/2020,02/01/2020,10/24/2020,MD,Calvert County,24009,Large fringe metro,16,478
10/28/2020,02/01/2020,10/24/2020,MD,Carroll County,24013,Large fringe metro,156,1334
10/28/2020,02/01/2020,10/24/2020,MD,Cecil County,24015,Large fringe metro,41,729
10/28/2020,02/01/2020,10/24/2020,MD,Charles County,24017,Large fringe metro,89,823
10/28/2020,02/01/2020,10/24/2020,MD,Frederick County,24021,Large fringe metro,140,1535
10/28/2020,02/01/2020,10/24/2020,MD,Harford County,24025,Large fringe metro,67,1610
10/28/2020,02/01/2020,10/24/2020,MD,Howard County,24027,Large fringe metro,100,1403
10/28/2020,02/01/2020,10/24/2020,MD,Kent County,24029,Noncore,30,235
10/28/2020,02/01/2020,10/24/2020,MD,Montgomery County,24031,Large fringe metro,1143,6269
10/28/2020,02/01/2020,10/24/2020,MD,Prince George's County,24033,Large fringe metro,619,4722
10/28/2020,02/01/2020,10/24/2020,MD,St. Mary's County,24037,Small metro,74,670
10/28/2020,02/01/2020,10/24/2020,MD,Talbot County,24041,Micropolitan,27,507
10/28/2020,02/01/2020,10/24/2020,MD,Washington County,24043,Medium metro,47,1357
10/28/2020,02/01/2020,10/24/2020,MD,Wicomico County,24045,Medium metro,71,1101
10/28/2020,02/01/2020,10/24/2020,MD,Worcester County,24047,Medium metro,41,516
10/28/2020,02/01/2020,10/24/2020,MD,Baltimore city,24510,Large central metro,695,7179
10/28/2020,02/01/2020,10/24/2020,ME,Androscoggin County,23001,Small metro,12,1019
10/28/2020,02/01/2020,10/24/2020,ME,Cumberland County,23005,Medium metro,89,2892
10/28/2020,02/01/2020,10/24/2020,ME,Kennebec County,23011,Micropolitan,11,1055
10/28/2020,02/01/2020,10/24/2020,ME,Waldo County,23027,Noncore,16,227
10/28/2020,02/01/2020,10/24/2020,ME,York County,23031,Medium metro,19,1147
10/28/2020,02/01/2020,10/24/2020,MI,Alpena County,26007,Micropolitan,15,303
10/28/2020,02/01/2020,10/24/2020,MI,Bay County,26017,Small metro,46,1114
10/28/2020,02/01/2020,10/24/2020,MI,Berrien County,26021,Small metro,78,1291
10/28/2020,02/01/2020,10/24/2020,MI,Calhoun County,26025,Small metro,44,1237
10/28/2020,02/01/2020,10/24/2020,MI,Crawford County,26039,Noncore,12,162
10/28/2020,02/01/2020,10/24/2020,MI,Dickinson County,26043,Micropolitan,14,251
10/28/2020,02/01/2020,10/24/2020,MI,Genesee County,26049,Medium metro,295,3901
10/28/2020,02/01/2020,10/24/2020,MI,Grand Traverse County,26055,Micropolitan,23,1083
10/28/2020,02/01/2020,10/24/2020,MI,Gratiot County,26057,Micropolitan,17,340
10/28/2020,02/01/2020,10/24/2020,MI,Hillsdale County,26059,Micropolitan,23,331
10/28/2020,02/01/2020,10/24/2020,MI,Ingham County,26065,Medium metro,91,2378
10/28/2020,02/01/2020,10/24/2020,MI,Iron County,26071,Noncore,16,144
10/28/2020,02/01/2020,10/24/2020,MI,Jackson County,26075,Small metro,101,1432
10/28/2020,02/01/2020,10/24/2020,MI,Kalamazoo County,26077,Medium metro,127,2339
10/28/2020,02/01/2020,10/24/2020,MI,Kent County,26081,Large central metro,189,4663
10/28/2020,02/01/2020,10/24/2020,MI,Lapeer County,26087,Large fringe metro,34,655
10/28/2020,02/01/2020,10/24/2020,MI,Livingston County,26093,Large fringe metro,35,1006
10/28/2020,02/01/2020,10/24/2020,MI,Macomb County,26099,Large fringe metro,723,6569
10/28/2020,02/01/2020,10/24/2020,MI,Marquette County,26103,Micropolitan,19,554
10/28/2020,02/01/2020,10/24/2020,MI,Midland County,26111,Small metro,14,733
10/28/2020,02/01/2020,10/24/2020,MI,Monroe County,26115,Small metro,11,873
10/28/2020,02/01/2020,10/24/2020,MI,Muskegon County,26121,Small metro,88,1463
10/28/2020,02/01/2020,10/24/2020,MI,Oakland County,26125,Large fringe metro,1450,10774
10/28/2020,02/01/2020,10/24/2020,MI,Ottawa County,26139,Large fringe metro,45,1475
10/28/2020,02/01/2020,10/24/2020,MI,Saginaw County,26145,Small metro,184,2117
10/28/2020,02/01/2020,10/24/2020,MI,St. Clair County,26147,Large fringe metro,52,1285
10/28/2020,02/01/2020,10/24/2020,MI,Shiawassee County,26155,Micropolitan,20,517
10/28/2020,02/01/2020,10/24/2020,MI,Tuscola County,26157,Noncore,13,342
10/28/2020,02/01/2020,10/24/2020,MI,Washtenaw County,26161,Medium metro,276,3061
10/28/2020,02/01/2020,10/24/2020,MI,Wayne County,26163,Large central metro,2392,16550
10/28/2020,02/01/2020,10/24/2020,MN,Anoka County,27003,Large fringe metro,175,1687
10/28/2020,02/01/2020,10/24/2020,MN,Blue Earth County,27013,Small metro,17,430
10/28/2020,02/01/2020,10/24/2020,MN,Clay County,27027,Small metro,27,243
10/28/2020,02/01/2020,10/24/2020,MN,Crow Wing County,27035,Micropolitan,20,459
10/28/2020,02/01/2020,10/24/2020,MN,Dakota County,27037,Large fringe metro,71,1724
10/28/2020,02/01/2020,10/24/2020,MN,Goodhue County,27049,Micropolitan,10,353
10/28/2020,02/01/2020,10/24/2020,MN,Hennepin County,27053,Large central metro,1004,8572
10/28/2020,02/01/2020,10/24/2020,MN,Itasca County,27061,Noncore,11,329
10/28/2020,02/01/2020,10/24/2020,MN,Martin County,27091,Noncore,11,140
10/28/2020,02/01/2020,10/24/2020,MN,Mower County,27099,Micropolitan,15,243
10/28/2020,02/01/2020,10/24/2020,MN,Nicollet County,27103,Small metro,12,134
10/28/2020,02/01/2020,10/24/2020,MN,Olmsted County,27109,Small metro,48,1540
10/28/2020,02/01/2020,10/24/2020,MN,Pipestone County,27117,Noncore,13,82
10/28/2020,02/01/2020,10/24/2020,MN,Ramsey County,27123,Large central metro,458,4214
10/28/2020,02/01/2020,10/24/2020,MN,Renville County,27129,Noncore,10,100
10/28/2020,02/01/2020,10/24/2020,MN,St. Louis County,27137,Medium metro,85,2073
10/28/2020,02/01/2020,10/24/2020,MN,Scott County,27139,Large fringe metro,23,504
10/28/2020,02/01/2020,10/24/2020,MN,Sherburne County,27141,Large fringe metro,19,399
10/28/2020,02/01/2020,10/24/2020,MN,Stearns County,27145,Small metro,59,1318
10/28/2020,02/01/2020,10/24/2020,MN,Washington County,27163,Large fringe metro,43,1146
10/28/2020,02/01/2020,10/24/2020,MN,Winona County,27169,Micropolitan,19,265
10/28/2020,02/01/2020,10/24/2020,MO,Boone County,29019,Small metro,62,1623
10/28/2020,02/01/2020,10/24/2020,MO,Buchanan County,29021,Small metro,26,825
10/28/2020,02/01/2020,10/24/2020,MO,Butler County,29023,Micropolitan,23,530
10/28/2020,02/01/2020,10/24/2020,MO,Camden County,29029,Noncore,30,449
10/28/2020,02/01/2020,10/24/2020,MO,Cape Girardeau County,29031,Small metro,80,1083
10/28/2020,02/01/2020,10/24/2020,MO,Cass County,29037,Large fringe metro,24,573
10/28/2020,02/01/2020,10/24/2020,MO,Clay County,29047,Large fringe metro,95,1764
10/28/2020,02/01/2020,10/24/2020,MO,Cole County,29051,Small metro,44,684
10/28/2020,02/01/2020,10/24/2020,MO,Douglas County,29067,Noncore,12,102
10/28/2020,02/01/2020,10/24/2020,MO,Franklin County,29071,Large fringe metro,46,701
10/28/2020,02/01/2020,10/24/2020,MO,Gasconade County,29073,Noncore,15,146
10/28/2020,02/01/2020,10/24/2020,MO,Greene County,29077,Medium metro,199,3268
10/28/2020,02/01/2020,10/24/2020,MO,Howell County,29091,Micropolitan,12,450
10/28/2020,02/01/2020,10/24/2020,MO,Jackson County,29095,Large central metro,252,5961
10/28/2020,02/01/2020,10/24/2020,MO,Jasper County,29097,Small metro,35,693
10/28/2020,02/01/2020,10/24/2020,MO,Jefferson County,29099,Large fringe metro,62,1155
10/28/2020,02/01/2020,10/24/2020,MO,Johnson County,29101,Micropolitan,22,302
10/28/2020,02/01/2020,10/24/2020,MO,Laclede County,29105,Micropolitan,23,238
10/28/2020,02/01/2020,10/24/2020,MO,Lafayette County,29107,Large fringe metro,15,217
10/28/2020,02/01/2020,10/24/2020,MO,Lawrence County,29109,Noncore,17,291
10/28/2020,02/01/2020,10/24/2020,MO,Marion County,29127,Micropolitan,14,285
10/28/2020,02/01/2020,10/24/2020,MO,Newton County,29145,Small metro,86,1148
10/28/2020,02/01/2020,10/24/2020,MO,Pemiscot County,29155,Noncore,12,155
10/28/2020,02/01/2020,10/24/2020,MO,Pettis County,29159,Micropolitan,19,345
10/28/2020,02/01/2020,10/24/2020,MO,Phelps County,29161,Micropolitan,17,381
10/28/2020,02/01/2020,10/24/2020,MO,Platte County,29165,Large fringe metro,22,486
10/28/2020,02/01/2020,10/24/2020,MO,Polk County,29167,Medium metro,15,267
10/28/2020,02/01/2020,10/24/2020,MO,St. Charles County,29183,Large fringe metro,146,2309
10/28/2020,02/01/2020,10/24/2020,MO,St. Francois County,29187,Micropolitan,14,533
10/28/2020,02/01/2020,10/24/2020,MO,St. Louis County,29189,Large fringe metro,916,9929
10/28/2020,02/01/2020,10/24/2020,MO,Scott County,29201,Micropolitan,18,347
10/28/2020,02/01/2020,10/24/2020,MO,Taney County,29213,Micropolitan,21,432
10/28/2020,02/01/2020,10/24/2020,MO,Webster County,29225,Medium metro,10,166
10/28/2020,02/01/2020,10/24/2020,MO,St. Louis city,29510,Large central metro,251,3649
10/28/2020,02/01/2020,10/24/2020,MS,Adams County,28001,Micropolitan,49,322
10/28/2020,02/01/2020,10/24/2020,MS,Alcorn County,28003,Micropolitan,37,436
10/28/2020,02/01/2020,10/24/2020,MS,Attala County,28007,Noncore,13,184
10/28/2020,02/01/2020,10/24/2020,MS,Bolivar County,28011,Micropolitan,40,274
10/28/2020,02/01/2020,10/24/2020,MS,Clarke County,28023,Micropolitan,17,105
10/28/2020,02/01/2020,10/24/2020,MS,Coahoma County,28027,Micropolitan,29,217
10/28/2020,02/01/2020,10/24/2020,MS,Copiah County,28029,Medium metro,16,192
10/28/2020,02/01/2020,10/24/2020,MS,DeSoto County,28033,Large fringe metro,140,1203
10/28/2020,02/01/2020,10/24/2020,MS,Forrest County,28035,Small metro,209,1265
10/28/2020,02/01/2020,10/24/2020,MS,George County,28039,Noncore,10,173
10/28/2020,02/01/2020,10/24/2020,MS,Grenada County,28043,Micropolitan,22,232
10/28/2020,02/01/2020,10/24/2020,MS,Hancock County,28045,Medium metro,11,289
10/28/2020,02/01/2020,10/24/2020,MS,Harrison County,28047,Medium metro,102,1854
10/28/2020,02/01/2020,10/24/2020,MS,Hinds County,28049,Medium metro,529,3663
10/28/2020,02/01/2020,10/24/2020,MS,Holmes County,28051,Noncore,18,132
10/28/2020,02/01/2020,10/24/2020,MS,Itawamba County,28057,Micropolitan,10,132
10/28/2020,02/01/2020,10/24/2020,MS,Jackson County,28059,Medium metro,85,1172
10/28/2020,02/01/2020,10/24/2020,MS,Jones County,28067,Micropolitan,72,555
